"THEKEY","TRIM(DESCRIPTION)"
"3469264:227505","We offer Cashback on purchases as part of our employee discounts programme"
"3474636:227856","TopCashback.com is a loyalty site dedicated to giving US online shoppers the best cash back rate possible from a range of well-established merchants operating throughout North America. We pass back 100% of the commission earned per transaction to our members in the form of a rebate, our company revenue is primarily generated via the onsite placements we have available. For more information please contact either Tom (tom.brownhill@topcashback.com) or Rob (robert.simpson@topcashback.com)."
"3478129:268645","1. Consumers shop through the mall 2. We receive commissions from the merchants 3. We disperse 50% of those commissions to the shopping consumers 4. The consumers receive those earnings in their choice of 3 ways: • Sent a check • Sent to a debit card • Sent to their individual investment account."
"3478129:228109","Churches, schools, non-profits, etc will own their own Internet Television Shopping Channel, with regard to one of our service providers, they allow rewards to be given back to the Channel Owner."
"3482330:242472","We offer cash back rewards based on amount of sale for shopping through our site. Also, we have a software toolbar to give notification on deals, etc. We opt out merchants who do not allow software from the toolbar - so they are only promoted via website."
"3560540:233869","We give part of our commissions back to the customer and they have the option to donate it to one of our non-profit partners."
"3570704:337300","We are a market platform specialized in the overseas marketing, especially Asian marketing. 
We formed an affiliation with many shopping malls and update the goods information every day through API connection and consumers can write the evaluation and reviews about the goods and shopping malls and we are providing a platform for consumers to recommend to their acquaintances easily. 

Also, we entered into partnership with various shopping malls to provide the blog reviews, postings, and supporters event together. 
 If you want a special partnership, don't hesitate to call us.   

Thank you!
"
"3602723:240099","Offers will run on incent and non incent traffic.
Incent includes content locking pages."
"3602723:240108","Adgate Media is an affiliate marketing agency promoting CPA and CPL campaigns through a network of incent publishers who use various promotional methods to drive traffic to offers  – web placements, contextual, social media, and others.  
The best-performing verticals in which large volume and best quality traffic is generated are: short-form submits (zip, email, state), free trials (business opportunities, health), dating and community, entertainment (games, downloads).
If necessary, we can provide full transparency regarding the campaign placements. Often, we test the campaigns with limited budgets to ensure the traffic quality complies with the required standards."
"3602723:250478","Adgate Media is an affiliate marketing agency promoting CPA and CPL campaigns through a network of incent publishers who use various promotional methods to drive traffic to offers  – web placements, contextual, social media, and others.  


This publisher is a sub-affiliate network.  Traffic types may include: Display, SocialDisplay, Email, Mobile, Search, Content, Blog, Shopping, Virtual/Social Currency, Alternative Payment, Incentive.
The best-performing verticals in which large volume and best quality traffic is generated are: short-form submits (zip, email, state), free trials (business opportunities, health), dating and community, entertainment (games, downloads).
If necessary, we can provide full transparency regarding the campaign placements. Often, we test the campaigns with limited budgets to ensure the traffic quality complies with the required standards."
"3606809:237460","10% of TroopSwap's profits go to the Wounded Warrior Project"
"3606809:288987","ID.me is the first digital identity network that allows consumers to prove who they are online while controlling how their information is shared with brands. For participating organizations, ID.me acts as a trusted intermediary, capable of verifying consumer identity and group affiliations in real-time. This allows brands to ensure a consistent customer experience across offline and online channels while reducing costs associated with manual verification."
"3606809:288989","ID.me is a place where customers can access the best deals and earn cash back on almost everything they buy online. In addition, we are capable of segmenting audiences to allow merchants to offer exclusive promotions to defined communities (such as military, students, teachers, first responders, etc.). Through our proprietary identity technology, we're able to verify customer eligibility in real-time, which protects our merchant partners against fraud and abuse."
"3656323:255592","SweepLand.com is an incentive site where members earn points for taking surveys and use points to enter them into sweepstakes on the site.  In addition to the points program, we promote partner/advertiser offers that allow our members to take advantage of discounts.  No points are required to take advantage of offers."
"3683334:244774","MyChoice is a loyalty program designed to help consumers save on everyday purchases"
"3711711:271685","Launched in 2012, Massachusetts based Billaway is a provider of consumer bill reduction platforms to businesses. We are a “White Label” solution for our strategic partners and manage their “Loyalty and Rewards” programs under their brand name. The Billaway platform converts qualified everyday spending into a direct reduction of a bill or a direct credit to a consumer's account.  

Our platform aggregates rebates and incentives from more than 28,000 retail locations and online websites.  Billaway's unique intellectual property, Utilization of Rewards to Reduce a Commodity Bill, makes it possible for any company to offer a customized program to their consumers.  Our Partners are globally recognized in many diverse arenas. Industries include Utility, Waste, Health and Fitness, Grocery, Health Care, Gasoline and Child Care.  These clients have one thing in common: they use the Billaway platform to help their customers, members, and employees reduce a bill without it impacting margins.  

We launched a strategic partnership with Gulf Oil in September 2015 after building the platform and client relationships for over two years and are now marketing to over 15 million consumers through their biller.  We have also partnered with ePay to do implement their international cellular rewards program named ""Free Wireless Bucks""."
"3711711:246813","We have a viral social component where we offer"
"3722976:252374","Some people might ask ""How is  VipRebate able to give cash back from so many online stores?"". Simple, the stores that you see on VipRebate  pay us a commission on each sale that is generated. Most shopping-based websites keep all that money for themselves or give a small portion. But we refund a good portion of it to you! We consistently supply our shoppers with online coupons, discounts and cash back rebates to make shopping with us economical and fun."
"3745157:266617","We provide cash back to end users."
"3751489:296262","FAQ’s – Mifanli.com Loyalty Program

1)	What is Mifanli.com?
a.	Launching Q1 2015, Mifanli is Dealmoon’s new cash back/reward site for overseas Chinese consumers.
 
2)	Does Mifanli share traffic from Dealmoon.com or Fashionmoon.com?
a.	No, Mifanli is completely separate with it’s own separate program.

3)	As a new site, how is Mifanli acquiring its’ traffic?
a.	Mifanli’s traffic and members are primarily being driven from Dealmoon’s sister site, www.letsebuy.com

4)	What’s Letsebuy.com? 
a.     Letsebuy is China’s largest online overseas shopping forum, with over 2 Million monthly visitors. 

5)	Does Mifanli require that Advertisers ship directly to China or have Chinese language on the site?
a.	Nope, neither of these are obstacles! Our smart and savvy overseas consumers typically prefer to use freight forwarders with a US address for cross-border shipping.

6)	What categories perform best on Mifanli?
a.	Most Popular categories for Mifanli: Health, Beauty, Baby/Kids, Fashion &amp; Luxury Apparel, Shoes &amp; Jewelry, Travel, &amp; Electronics

7)	What is Mifanli’s Cash Back Policy?
a.	Members earn $5 on sign up and with each new member referral
b.	Minimum Withdrawal amount is: $25
c.	Cash back is available for withdrawal 90 days after purchase date

8)	What makes Mifanli a valuable program to join?
a.	Mifanli offers direct access to valuable yet complex cross-border overseas consumers and unique marketing channels
b.	The Mifanli team is lead by the same China experts that created Dealmoon, Chinese-American’s most trusted shopping advisory source.
c.	Mifanli provides an incentivized reward and marketing program directly to your shopping audience
d.	Like Dealmoon, Mifanli’s focus is to drive strong ROI with both Loyalty &amp; New Customer Acquisition"
"3755668:263550","Swagbucks has almost 6 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants. We also use an internal toolbar, specific to Swagbucks, not driving traffic directly to the advertiser but driving traffic to the Swagbucks website. There is no advertiser links within our toolbar.

Software Publisher Disclosure Template
=========================
<b>

Software name(s): Swagbucks Toolbar
<b>
Version number(s): 
IE 6.9.0.16
FF 10.10.27.6
Chrome 10.11.21.5
<b>
Latest version update:  These are latest updated versions and include all updates to comply with Google’s new policy changes with respect to toolbar distribution
<b>
Software Type and Functionality:
<b>
•	Currently supporting Toolbar and Plugins for Chrome, Internet Explorer and Chrome. All Software is opt in and originating from our organic user base. 
•	Our Software includes a Search engine box and offers links to channels within our site. 
•	We are a web destination first – not all of our users opt to download our Toolbar and/or Plugins. It is not mandatory in any way and less than half our active users have it installed. 	
•	As mentioned, users are not obligated to download the toolbar and can uninstall it at any time. Since we do not currently market to the users, there is nothing to opt-out of outside of uninstalling the toolbar. Users can be a member of Swagbucks and choose not to install/use the toolbar.
<b>
Software Distribution:
<b>
•	Today it is strictly originating on our website with registered users. A user must be a member of Swagbucks to be able to download the toolbar.  Distribution is first part currently. 
<b>
Update Process:
<b>
Manual, members are notified when a new update is available via the toolbar interface and can choose to update or not
Overwrites (Y/N):

•	Paid Search: NO
•	Afsrc/CJ domains:  NO
•	SEO: NO
•	Direct Load: NO"
"3755668:287997","Swagbucks has more than 10 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants. We also use an internal toolbar, specific to Swagbucks, not driving traffic directly to the advertiser but driving traffic to the Swagbucks website. There is no advertiser links within our toolbar.  Software Publisher Disclosure Template =========================  Software name(s): Swagbucks Toolbar 
  Latest version update: These are latest updated versions and include all updates to comply with Google’s new policy changes with respect to toolbar distribution  Software Type and Functionality:  • Currently supporting Toolbar and Plugins for Chrome, Internet Explorer and Chrome. All Software is opt in and originating from our organic user base. • Our Software includes a Search engine box and offers links to channels within our site. • We are a web destination first – not all of our users opt to download our Toolbar and/or Plugins. It is not mandatory in any way and less than half our active users have it installed. • As mentioned, users are not obligated to download the toolbar and can uninstall it at any time. Since we do not currently market to the users, there is nothing to opt-out of outside of uninstalling the toolbar. Users can be a member of Swagbucks and choose not to install/use the toolbar.  Software Distribution:  • Today it is strictly originating on our website with registered users. A user must be a member of Swagbucks to be able to download the toolbar. Distribution is first part currently.  Update Process: 
 Manual, members are notified when a new update is available via the toolbar interface and can choose to update or not Overwrites (Y/N): • Paid Search: NO • Afsrc/CJ domains: NO • SEO: YES - Extension is designed to comply with any store’s wish to opt-out of our extension. Please see “Software Type and Functionality” for details • Direct Load: NO&lt; This toolbar will contain functionality like search, swag codes, Swagbucks TV etc. in addition to shopping. As it pertains to Shop &amp; Earn, the affiliate component of the toolbar, based on settings controlled by Swagbucks per Advertiser or Network (like CJ), user may be presented with any of the following options when user visits an Advertiser’s specific URL(s) that is part of our network"
"3755668:280706","Swagbucks has almost 6 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants. We also use an internal toolbar, specific to Swagbucks, not driving traffic directly to the advertiser but driving traffic to the Swagbucks website. There is no advertiser links within our toolbar.  Software Publisher Disclosure Template =========================  Software name(s): Swagbucks Toolbar 
<b> <b> Latest version update: These are latest updated versions and include all updates to comply with Google’s new policy changes with respect to toolbar distribution <b> Software Type and Functionality: </b> • Currently supporting Toolbar and Plugins for Chrome, Internet Explorer and Chrome. All Software is opt in and originating from our organic user base. • Our Software includes a Search engine box and offers links to channels within our site. • We are a web destination first – not all of our users opt to download our Toolbar and/or Plugins. It is not mandatory in any way and less than half our active users have it installed. </b>• As mentioned, users are not obligated to download the toolbar and can uninstall it at any time. Since we do not currently market to the users, there is nothing to opt-out of outside of uninstalling the toolbar. Users can be a member of Swagbucks and choose not to install/use the toolbar. <b> Software Distribution: </b> • Today it is strictly originating on our website with registered users. A user must be a member of Swagbucks to be able to download the toolbar. Distribution is first part currently. </b> Update Process: 
<b> Manual, members are notified when a new update is available via the toolbar interface and can choose to update or not </b>Overwrites (Y/N): • Paid Search: NO • Afsrc/CJ domains: NO • SEO: YES - Extension is designed to comply with any store’s wish to opt-out of our extension. Please see “Software Type and Functionality” for details • Direct Load: NO&lt; This toolbar will contain functionality like search, swag codes, Swagbucks TV etc. in addition to shopping. As it pertains to Shop &amp; Earn, the affiliate component of the toolbar, based on settings controlled by Swagbucks per Advertiser or Network (like CJ), user may be presented with any of the following options when user visits an Advertiser’s specific URL(s) that is part of our network"
"3755668:287998","Prodege provide full vertical consumer influence solutions that reduces friction between brands and consumers. Each month we deliver more than 1 Billion Engaged Interactions to our brand partners in addition to serving over 500 million video views around vertical specific content. 

Our O&amp;O properties include the webs most trusted and reliable rewards platform Swagbucks.com, Content discovery and Audience building platform Encrave.tv, Daily Deal site Froobi.com and Discount E-commerce shop Yaysave.com. 

Swagbucks has more than 10 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants."
"3755668:249807","Swagbucks has almost 6 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants."
"3755668:268966","Swagbucks has almost 6 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants. We also use an internal toolbar, specific to Swagbucks, not driving traffic directly to the advertiser but driving traffic to the Swagbucks website. There is no advertiser links within our toolbar. Software Publisher Disclosure Template ========================= 
<b> Software name(s): Swagbucks Toolbar <b> <b> Latest version update: These are latest updated versions and include all updates to comply with Google’s new policy changes with respect to toolbar distribution <b> Software Type and Functionality: <b> • Currently supporting Toolbar and Plugins for Chrome, Internet Explorer and Chrome. All Software is opt in and originating from our organic user base. • Our Software includes a Search engine box and offers links to channels within our site. • We are a web destination first – not all of our users opt to download our Toolbar and/or Plugins. It is not mandatory in any way and less than half our active users have it installed. • As mentioned, users are not obligated to download the toolbar and can uninstall it at any time. Since we do not currently market to the users, there is nothing to opt-out of outside of uninstalling the toolbar. Users can be a member of Swagbucks and choose not to install/use the toolbar. <b> Software Distribution: <b> • Today it is strictly originating on our website with registered users. A user must be a member of Swagbucks to be able to download the toolbar. Distribution is first part currently. <b> Update Process: <b> Manual, members are notified when a new update is available via the toolbar interface and can choose to update or not Overwrites (Y/N): • Paid Search: NO • Afsrc/CJ domains: NO • SEO: NO • Direct Load: NO</b></b></b></b></b></b></b></b></b>"
"3763376:250868","We are a service similar to ebates.com but focused on foreign markets. 

Our marketing program is designed around concept of discounts for purchases made online, and making it easy to order from foreign sources.

All purchases made a country are shipped to the same country, and subsequently forwarded to foreign countries by shipping companies.

All purchases are performed by local (to the country where purchase is made) agents (CC or other payment methods).

Our user base is 10,000 users in 3 months from launch (04/01/12). Average purchase by user is $60. 

We are looking to add your store to our list of offers. Please consider this opportunity."
"3763376:265498","Bunddler.com is a marketing and order tracking tool for resellers, as well as a network of resellers with tremendous purchasing power.

From a list of available e-stores each reseller finds deals they want to market to their customers. Through use of tools provided by Bunddler they manage this process end-to-end, from marketing deals to their customers via email, to assistance with purchase, order tracking, customer communications and invoicing.

Bunddler is a free service that is monetized by sharing commissions from purchases at e-stores with resellers. Commission split is 0-50% depending on the store.

Our concept is similar to ebates.com, but in addition to rewarding resellers for placing purchases, we provide them with tools they need in order to more effectively manage the process end to end. That is why our company is growing 100% year over year and has more than 20,000 customers already. 

Your store will be featured in our directory, and you will start seeing purchases from our site nearly instantly. 

We are new to Commission Junction, but have a proven track record with Amazon (>$100k/month in purchases) and ebay (>$70k/month) (results 02/2013)

Please approve us as a publisher and let us help you generate sales. 

Thank You,

Bunddler.com Team."
"3763376:282804","Bunddler.com is a catalog of coupons and deals integrated with marketing and order tracking tool for shopping assistants who help disadvantaged individuals to place orders online.

 

For example, someone who does not have a credit or debit card, or is afraid of making a mistake when placing an order on a website in non-native language will use services of a shopping assistant in order to place orders online. This is a portion of population that normally does not have access to online shopping or chooses not to use it on their own, and Bunddler helps find people who would assist them with placing purchases, as well as manage process of a purchase in their own language.

 

Bunddler features catalog of shopping assistants with reviews and ratings by customers, a list of coupons and deals in popular online stores, and a directory of popular online stores with descriptions translated into local language of customers.

 

Customers find shopping assistants through Bunddler, and explain what they are looking to purchase. They either find products/deals on our website or directly on online store’s website. Then customers send product links to shopping assistant, or work with them offline. Shopping assistant places orders on behalf of customer and ships them directly to customer, or to their own location (for sorting and delivery by hand), or through a freight forwarder.

 

We use following marketing methods:

 

A catalog of deals and coupons for site visitors and customers. 
Weekly localized newsletter with most intriguing deals found by Bunddler staff and recommended by shopping assistants. 
Shopping assistants also act as marketing agents themselves. They find products they believe may be interesting to their customers and market them in their own language through use of tools provided by Bunddler (mostly email marketing campaigns). 
 

Bunddler is a free service that is monetized through commissions from online purchases. We have more than 5000 assistants registered in our network, and more than 100,000 customers. Our goal is to grow our network of shopping assistants in multiple countries, and turn into active customers people who would not place orders online otherwise"
"3763376:282896","Bunddler.com is a catalog of coupons and deals integrated with marketing and order tracking tool for shopping assistants who help disadvantaged individuals to place orders online.

For example, someone who does not have a credit or debit card, or is afraid of making a mistake when placing an order on a website in non-native language will use services of a shopping assistant in order to place orders online. This is a portion of population that normally does not have access to online shopping or chooses not to use it on their own, and Bunddler helps find people who would assist them with placing purchases, as well as manage process of a purchase in their own language.

Bunddler features catalog of shopping assistants with reviews and ratings by customers, a list of coupons and deals in popular online stores, and a directory of popular online stores with descriptions translated into local language of customers.

Customers find shopping assistants through Bunddler, and explain what they are looking to purchase. They either find products/deals on our website or directly on online store’s website. Then customers send product links to shopping assistant, or work with them offline. Shopping assistant places orders on behalf of customer and ships them directly to customer, or to their own location (for sorting and delivery by hand), or through a freight forwarder.

We use following marketing methods:

* A catalog of deals and coupons for site visitors and customers. 
* Weekly localized newsletter with most intriguing deals found by Bunddler staff and recommended by shopping assistants. 
* Shopping assistants also act as marketing agents themselves. They find products they believe may be interesting to their customers and market them in their own language through use of tools provided by Bunddler (mostly email marketing campaigns). 
 
Bunddler is a free service monetized through commissions from online purchases. We have more than 5000 assistants registered in our network, and more than 100,000 customers. Our goal is to grow our network of shopping assistants in multiple countries, and turn into active customers people who would not place orders online otherwise."
"3769975:262228","""Alliance Data/Comenity Bank manages private label credit cards. To show our Cardholders how much they are valued we offer them free benefits just by virtue of having the card. These benefits include the following:
12% off spafinder purchases
20% off teleflora purchases
20% off Sugardaddy purchases
$10/$35 purchase a fragrancenet.com
up to 10% back on Groupon purchases

All of our cardholders receive these benefits. They just need to create a user id and password to access the benefits. We communicate these free benefits via email. """
"3777315:251404","Swagbucks has almost 6 million members. They are given a virtual currency reward for their actions online within our program such as shopping, watching videos, interacting with their social graph, playing games, taking surveys, signing up for newsletters and other third party offer participation. The virtual currency is called Swagbucks, which is redeemable for gift cards and other rewards from top merchants."
"3778861:251506","We tend to give cashback to Visitors."
"3779159:251527","We offer cash back and similar rewards, including manufacturer-funded rebates."
"3789076:299925","UspendNsave.com: The First Cash Back Referral Network.

UspendNsave.com is a groundbreaking website based on a unique business model. Did you know that Major retailers award Referral Sales Commissions?

Every time you buy any product or service, a commission is generated. But retailers don’t just share that commission with anyone. UspendNsave.com has negotiated with Hundreds of Partner Retailers so it can share 80% of those Referral Commissions with you. UspendNsave.com cash rewards are additional money to your current Loyalty, Points, Miles or Cash Back programs.

With a strong networking character, UspendNsave.com makes it easy for you to save -and earn- tons of money thanks to a TEAM structure that guarantee an exponential growth of your earnings.

UspendNsave.com is not a Multi-level marketing company. It doesn’t sell anything or make you buy anything. Despite its network concept, it’s just a platform on which you can build a life plan, optimize your savings and earn cash just by spending as you’re used to spend and being good with team work. That is what we call ""The Power of Community"" (Together Earn More).

 

UspendNsave.com Promise &amp; Code of Ethics:

We share 80% of Referral Commissions with you and your TEAM

We will never sell Products or Services

The members’ earned money is deposited in a bank account

You have a detailed statement of your earnings at all times

You can withdraw your money at any time (Debit Card or Pay Pal)

We will credit your commissions as soon as we receive them

There is a detailed explanation of our relationship

We respect your Privacy and safeguard your Information

Always offer a written explanation that you can easily understand

We Respond your questions as soon as possible

We help Entrepreneurs to Start their Online business

 

So… how does it work? Let me give you an example: Say you book a trip with your favorite online agency as a UspendNsave.com member. You will receive around 5% in cash back to your UspendNsave.com account. That is solid money you can then use for whatever you want 

You can shop from thousands of top brands and all kinds of products and services like Electronics, Home Appliances, Clothing, Pharmacy, Fragances. Something very important is that you buy directly from Retailers.

 

What are the Costs to join the Program?  NONE: No monthly fees, no credit cards, no obligations. Just sign up, and if you want, recommend Friends. Then you can just log into UspendNsave and search by Store, Deal or Product, click and you will be saving and earning cash back.Take advantage of daily updated Coupons, Discounts and special offers from our UspendNsave.com’s Partner Retailers.

Another easy but powerful way to bust your earnings is to recommend friends and family to join the program. What if you collect commissions from your friends and the friends of your friends purchases?

That is the UspendNsave TEAM Builder system. Collecting great earnings by just recommending. What is a TEAM CLUB? Is the way UspendNsave awards a Member’s effort based on the number of total Members within their TEAM.

The TEAM CLUB structure is related to CHALLENGES, which are a step by step guide to help you reach the next level. You receive a formal recognition for your TEAM CLUB status with a Diploma plus tickets to participate in the monthly ""Dream Big UspendNsave Sweepstakes”.

You only need to be a Member (at No Cost) and refer friends by entry their First Name, Last Name and email into the system to invite them to become Members.

Once they are Members and start purchasing from Top Retailers you will receive commissions from their and their friend’s transactions. Imagine how many members can be part of your TEAM with a very small effort."
"3791870:257004","Founded in 2011, is the largest ecommerce cashback site and forum for Chinese who shop US stores such as Amazon, Drugstore.com, GNC, Ashford.com, etc. Each day thousands of new users sign up to post in our forum and earn cash back when they shop via our links. Our reach allows you to easily tap into the China market without in-country investments."
"3838480:255886","Incentives range from earning points, coins and badges in our rewards programs to earning funds for your favorite non profit."
"3838480:258921","Incentives range from earning points, coins and badges in our rewards programs to earning funds for your favorite non profit.<br /><br />

<br />=========================
<br />
<br />Software name(s): Affinity Influencing Systems
<br />
<br />Version number(s): 1.2
<br />
<br />Latest version update: August 17, 2012. We are a new company. This is the first beta version.
<br />
<br />Software Type and Functionality:
<br />•	Browser extension, plugin or add-on
<br />•	We influence shopping habits of users through search result influencers and amplifiers and dropdown bar influencers and amplifiers.
<br />•	Ability to be joined to publisher but opt of software inclusion and traffic? No.
<br />
<br />Software Distribution:
<br />•	Strictly first party distribution.   We host all installs on white label install pages
<br />
<br />Update Process:
<br />•	Manual. Consumer is notified through pop-up and given the option to update.
<br />
<br />Overwrites (Y/N):
<br />
<br />•	Paid Search: No. 
<br />•	Afsrc/CJ domains: We need to add this functionality. 
<br />•	SEO: Yes.  We influence shopping habits of users through search result influencers and amplifiers
<br />•	Direct Load: Yes. If they arrive at a site directly, we display the dropdown influencers and amplifiers and load the affiliate link through a pixel. 
<br />•	Influencers are the actual images on the search page icons and drop down bar (see attached image) and the amplifiers are visual elements we use to encourage the user to shop with a given retailer based on some type of bonus reward. The below image shows the two current influencers we use and any amplifiers will basically take up the same space but look a little different.  
<br />
<br /> 
<br />•	Our amplifiers are not live, but we are working on a one sheet that will show all these elements on a single sales page for retailer and for your reference. See image below to see how the amplifiers will work (just a little different). People will earn extra points or specific badges based on specials we might run with certain retailers. 
<br /> 
<br />•	Email: No.
<br />
<br />
<br />=========================
<br />
<br />
<br />Date: May 7, 2012
<br />	
<br />"
"3853246:256892","Users earn additional mobile bandwidth on their smartphone or tablet by completing offers."
"3853246:284446","Kickbit is the best way to get more mobile data for your smartphone and tablet data plans. You earn data using Kickbit by completing simple and quick tasks such as watching videos, taking surveys, testing free trials and even shopping for goods and services. You can then redeem your earned data on your mobile carrier data plan whenever you want, on any of your supported devices! The point is you can use more mobile data when you need it without paying more — that's our mission!

App Store User reviews

Desiree Guerrero-Brister  - 5 Stars  - October 14, 2014 - Google Play
Love this app This app has helped out a lot with internet when I was running low.

Eddie allen - 5 Stars  October 16, 2014 -  Google Play
Kick bit rules I love this app ...when i get low on megabytes i go straight to it and find something i can do to earn some megabytes for my inrernet ....love it if had 10 star**** id rate 10 but only five ....thank u kick bit ....;)
"
"3862104:263041","We are a publisher network with display, search, email and social traffic. We have both incent and non-incent traffic."
"3863350:257565","We provide incentives to our subscribers in the form of savings, discounts, cash back, promotional offers, etc."
"3869524:258014","Free membership with a $5 sign up bonus and $5 for each friend referral."
"3882428:258895","We provide online rebates to customers. A porion of commission is offer as incentives to our visitors."
"3908496:260706","All Charities"
"3908496:285526","iMyne is a new venture offering members a new way to earn cash back while enabling an automatic donation (by iMyne) to a charity of their choice. In addition, iMyne provides a convenient method for members to donate some or all of their cash back to charity. For computer users, we have created a Google extension to aid in this process. Users also will have the option to click a list of retailers (advertisers) on a web page from computer, phone or tablet. iMyne will generate highly motivated traffic for advertisers through our unique end-user value proposition and powerful marketing resources, particularly through relationships with highly impactful influencers."
"3915010:266911","Virtual Currency for Donations or Additional Savings.
<br /> 
<br /> Software name(s): Perk Browser
<br /> Version number(s): V1
<br /> Latest version update: Launched 1/13
<br /> Software Type and Functionality: 
<br /> ● Browser - proactive click on partner sites, from Perk Shopping, from highlighted search results.
<br /> ● Advertisers are able to opt out of software promotion on the Perk browser.
<br /> Software Distribution: 
<br /> ● Strictly first party
<br /> Overwrites (Y/N): 
<br /> ● Paid Search: N
<br /> ● Afsrc/CJ domains: N
<br /> ● SEO: Y
<br /> ● Direct Load: N
<br /> ● Email: N
<br /> =========================
<br /> Software name(s): Perk Lite
<br /> Version number(s): 1.0
<br /> Latest version update: Launched: 3/18
<br /> Software Type and Functionality:
<br /> ● add on proactive click
<br /> ● Y you can still be promoted on Perk.com, but not be promoted via Perk Lite
<br /> Software Distribution:
<br /> ● Strictly first party
<br /> Update Process:
<br /> ● Manual they’re prompted to update the addon
<br /> Overwrites (Y/N):
<br /> ● Paid Search: N
<br /> ● Afsrc/CJ domains: N
<br /> ● SEO: N
<br /> ● Direct Load: N
<br /> ● Email: N
<br />"
"3915010:263832","Virtual Currency for Donations or Additional Savings.<br>

A link to install and test the Perk Browser will be added as soon as it goes through NQ.<br>
<br>
=========================<br>
Software name(s): Perk Browser<br>
<br>
Version number(s): V1<br>
<br>
Latest version update: To be launched 1/13<br>
<br>
Software Type and Functionality: <br>
● Browser - proactive click on partner sites, from Perk <br>Shopping, from highlighted search results.<br>
● Advertisers are able to opt out of software promotion on <br>the Perk browser. <br>
<br>
Software Distribution: <br>
● Strictly first party<br>
<br>
<br>
Overwrites (Y/N): <br>
● Paid Search: N<br>
● Afsrc/CJ domains: N<br>
● SEO: Y<br>
● Direct Load: N<br>
● Email: N<br>"
"3915010:261206","Virtual Currency for Donations or Additional Savings.

A link to install and test the Perk Browser will be added as soon as it goes through NQ.

=========================
Software name(s): Perk Browser

Version number(s): V1

Latest version update: To be launched 1/13

Software Type and Functionality: 
● Browser - proactive click on partner sites, from Perk Shopping, from highlighted search results.
● Advertisers are able to opt out of software promotion on the Perk browser. 

Software Distribution: 
● Strictly first party


Overwrites (Y/N): 
● Paid Search: N
● Afsrc/CJ domains: N
● SEO: Y
● Direct Load: N
● Email: N"
"3915010:286164","Perk Browser is an alternative browser for iPad, Android, iPhone, and iTouch that allows users to earn Perk points and tokens during their daily browsing activities. Through the shopping in the browser the user will find a robust shopping app built in. Users can search stores, find coupons, share deals from over 2,000 stores. When purchases are made users will earn points to get gift cards from their favorite brands.

Perk for Chrome and Firefox is a browser add-on that allows users to shop at their favorite online retailers and earn Perk Points for their qualified purchases. Users simply visit a store they want to shop at and the Perk button on the right side of the browser bar will turn YELLOW. When they click on the button and it will turn GREEN and activate their earning session.
￼￼￼￼￼￼￼
￼Perk Shopping for iPad; Android and the Perk shopping website. This is a robust shopping program where users can search stores, find coupons, share deals from over 2,000 stores. When purchases are made users will earn points to get gift cards from their favorite brands."
"3923672:261908","We offer 5% cash back on bookings, 10% off travel related gift cards, and compensation for travel related upgrades."
"3924351:261847","Not all Advertisers Eligible for Donations. 

However users will be able to receive Perks from purchases made from qualifying vendors. They then can specify who receives these perks/dollars and how balance/perks is paid out. Users may elect to retain perks, or select donation to a top charity.

On occasion, for large items, pages will be made specifying that purchases from eligible vendors. Example, a micropage saying ""Help Us Raise Money for ...."""
"3924351:287940","In July of 2015 we began merging our ForTheSchools.com site (which offers fundraising and discounts to schools and PTAs) and PursePerks.com (which offers cashback and coupons to users) into our new brand Piggy - www.joinpiggy.com 

Users can Favorite Stores of their choice and receive notifications and alerts of sales via email or Push notifications through the app (based on user settings). Users also have the ability Share their favorites stores to encourage gift card purchases for upcoming holidays and events.

Demographics:

58% Female
27-40 Median Age ranges
$75,000 + Average household income (some states average $130,000+)

Shopping is typically done in a comparative fashion, with many users searching through sales and discounts on our websites. 

We also offer a social element, bragging of sales and discounts to help encourage their friends to make purchases, which obviously is desirable for the merchant.


The majoring of our users tend to connect Via facebook with full permissions, so it’s a tremendous advantage for us in allowing a merchants Sales and promotions on our website to be shared!"
"3940721:277625","SavingKaro.com, provides cash-back as incentive to our members."
